No,Title,Author,Link,Publisher,Year,Pages,Format,Literary Form,Library,Items Available,Call Number,Edition,Material Type,Image URL
1,"International Migration In And From Africa :  		Dimensions, Challenges And Prospectsaderanti Adepoju And Tomas Hammar198P.; 	Ill.","Edited By Adepoju, Aderanti  Hammar, Tomas",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=340,"Population, Human Resources and  Development in Africa (PHRDA)",1996,198,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,JV8790 .In8.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2,"Autering Nollywood :Critical Perspective On The Figurine/Edited By Adeshina Afolayanxxi, 457P.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2819,University Press,2014,457,; print,; Not fiction,Arts Library(5),5,"PN1998. Au8, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
3,"In Person--Achebe, Awoonor, And Soyinka At The University Of Washington /Edited By Karen L. Morell ; [Ill. By Robin A. Morell].","Achebe, Chinuaawoonor, Kofi, 1935-2013Soyinka, Wolemorell, Karen Lwashington (State). University. African Studies Program",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2,"African Studies Program, Institute for Comparative and Foreign Area Studies, University of Washington ; initial distribution by African and Afro American Studies and Research Center, University of Texas,",1975,0,; print,; Not fiction,Unknown,0,Unknown,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
4,"Linguistics: An Introduction To Language And Communicationadrian Akmajianxiv, 630P. ; Ill.","Akmajian, Adrian",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=73,"PHI Learning,",2010,630,; print,; Not fiction,Hezekiah Oluwasanmi Library(3),3,"P121 .Ak5, ...",6th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
5,"Africa’S Future, Africa’S Challenge :Early Childhood Care And Development In Sub-Saharan Africa(Edited By) Marito Garcia, Alan Pence And Judith L. Evansxxvi, 525P.; Ill.",(Edited By) Garcia   Marito (Edited By) Pence  Alan (Edited By)  Evans Judith L,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=87,The World Bank,2008,525,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HQ778.7 .Af8.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
6,"Shakespeare In & Out Of Africavol. Editor, Jane Plastow ; Reviews Editor Martin Banham12 Xiv,194P.Ill.","Plastow, Jane Banham, Martin",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=241,James Curry,2013,194,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"PR3109.A35Sh53, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
7,The Encylopedia Americana:  Complete In Thirty  Volumesamericana Corporation806P.; Ill.,Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=489,Americana Corporation,1952,806,; print,; Not fiction,Hezekiah Oluwasanmi Library(45),45,"AE5 .En1, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
8,"Settled Strangers Asian Business Elites In East Africa  (1800-2000)Gijsbert  Oonkxix, 270P.: Ill","Oonk, Gijsbert",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=646,SAGE,2013,270,; print,; Not fiction,Education Library(1),1,DT16 .E17On4.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
9,"New Architecture On Indigenous Landsjoy Monice Malnar And Frank Vodvarka.Xi, 259P; Ill.","Malnar, Joy Monice",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=884,University of Minnesota Press,2013,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"NA 2543 .A58M31, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
10,Achieving Your Assessor And Quality Assurance Units (Taqa)Ann Gravellsxiii: 274P.,"Gravells, Ann",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1068,"Sage Publications,",2014,274,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LC5225.A75G78, ...",2nd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
11,"Contemporary  Womenedited By Jane Plastow & Yvette Hutchison.Xii, 144P; Ill.","Edited By Plastow, Jane And Hutchison Yvette",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1089,James Currey,2015,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"PN2969 .C74, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
12,"Narrative Network:  Stories Approach In A Digital Agebrian Alleynexi, 207P.","Alleyne, Brian",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1112,"Sage Publications,",2015,207,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"H61.295 .Al5, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
13,"Qur’An And Astronomy [A Comparative Analysis]Muhammad Lawal Nayayixiii, 84P","Nayayi, Muhammad Lawal",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1238,Ahmadu Bello University Press,2015,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"BP134 .A8N23, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
14,"African Theatre Shakespeare In And Out Of Africa . Xiv, 194P.; Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1267,: James Currey,", 2013",194,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"PR3109 .Af8, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
15,"Mathematics Education With Digital Technologyadeniran  Oldknow And Carol Knightsxxiv,272Pp.C.M",Aairan Oldknow And Carol Knights,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1362,P.C.M Education and digital Technology,2013,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QA 11.2.Ad8, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
16,The History Of Africa: The Quest For Eternal Harmonymolefi Kete Asante,"Asante,Molefi Kete",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1380,Routledge,2019,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(3),3,"DT20.A2, ...",3rd Edition,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
17,"Shakespeare In & Out Of Africa / 12) . Xiv,194P.: Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1495,Unknown,2013,194,; print,; Not fiction,Arts Library(1),1,PR3109S .A35Sh53.,"volume editor, Jane Plastow: reviews editor, Martin Banham.- Woodridge, Suffolk: James Currey",Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
18,"Understanding Research With Children And Young People.Edited By Clark,  Alison....[Et Al].Xii, 309P.; Ill.","Clark,  Alison....[Et Al]",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1580,SAGE,2014,309,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"HQ767.85 .Un2, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
19,"Archtectural Atmosphere On The Experience And Politics Of Architecturechristian Barch ,Bohme{Et Al...}111P.Ill.","Barch , Christian",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1653,German National library,2014,111,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"NA 203.B23, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
20,"Advocacy In English Language Teaching And Learningedited By Heather A. Limville And James Whitingxviii,212P;Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1749,Routledge,2019,0,; print,; Not fiction,Arts Library(1),1,PE1128.A2Ad9.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
21,"Voices From Africa On Literacy For The Attainment Of Sustainable Developmentedited  By Nkechi M. Christopherxxx,429P.:Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1909,International Development in Africa Committee (IDAC) International Reading Association,2009,429,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"LC158.A2V87, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
22,"An Introduction To The Study Of Adult Education :A Multi-Disciplinary And Cross-Cultural Approach For Developing Countriesedited By Lalage Bown And J.T. Okedaraix,323P.:Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1928,University Press,1981,323,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,LC5215.A2In8.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
23,"St. Augustineryan N. S. Toppingxvi, 192P.","Topping, Ryan N. S",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2006,Bloomsbury Academic,2010,192,; print,; Not fiction,Hezekiah Oluwasanmi Library(3),3,"BR65.A9T62, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
24,"Incorporating Foreign Language Content In Humanities Coursesedited By Priya Ananth And Leah Tolbert Lyonsxii,169P; Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2101,Routledge,2020,0,; print,; Not fiction,Arts Library(1),1,AZ182.In2.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
25,"Applied Food Science And Engineering With Industrial Applicationsedited By Cristobal Noe Aguilar, Elizabeth Carvajal-Millanxv, 339P ;Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2203,Apple Academic Press,2019,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,R855.2.Ap5.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
26,"Poetry And Usefulness From Coleridge To Ashberyrobert Archambeaux, 254P","Archambeau, Robert",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2219,Routledge,2020,0,; print,; Not fiction,Arts Library(1),1,PR468.Ar1.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
27,"French Studies Simplified:  An Illustrated And Progressively Graded Text To Make French Studies Easier/ E. Adekanmi Adeyeyev, 135P. Ill.","Adeyeye, E. Adekanmi",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2273,School Community Services,2014,135,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"PC2112.Ad31, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
28,"Ancient And Medieval Indian Thought : Themes And Traditionsankit Tomar And Suratha Kumar Malikxliii,264P.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2508,Sage Publications,2020,264,; print,; Not fiction,Arts Library(1),1,B131. An2.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
29,"Accumulating Histories  : African Art From The Charles B. Benenson Collection At The Yale University Art Gallery/ By Frederick John Lamp, Amanda M. Maples, And Laura M. Smalligan327P;Ill","Lamp, Frederick John Maples, Amanda M Smalligan, Laura M",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2517,: Yale University Art Gallery,2012,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,N7380.5.L16.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
30,"Library And Information Studies For Arctic Social Sciences And Humanities/ Edited By Spencer Acadia And Marthe Tolnes Fjellestadxix, 444P",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2637,Routledge,2022,0,; print,; Not fiction,Education Library(1),1,ZA3159.A73L62.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
31,"Electrical And Electronic Devices, Circuits And Materials : Design And Applications/ Edited By Suman Lata Tripathi, Parvej Ahmad Alvi, Umashankar Subramaniam.Xviii, 388P: Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2672,CRC Press,2021,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,TK7870.El2.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
32,"Fundamentals Of Aerodynamics/John D.Andersonxxiii, 1105P;Ill","Anderson, John D",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2749,McGraw-Hill,2011,0,; print,; Not fiction,Technology Library(3),3,"TL570.An2, ...",5th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
33,Ai For Humanitarianism : Fostering Social Change Through Emerging Technologies /Edited By Adeyemi Abel Ajibesin And Narasimha Rao Vajjhala.,"Ajibesin, Adeyemi Abel[Editor.]Vajjhala, Narasimha, 1978-[Editor.]",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2785,Unknown,Unknown,0,; available online,; Not fiction,Unknown,0,Unknown,1,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
34,"Ascendency Of Arabic And Islamic Studies In Nigeria : Festschrift In Honour Of Late Proffesor M.O.A.Opeloye Muibi Omolayoxvi, 455P",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2971,Nigerian Association of Teachers of Arabic and Islamic studies,2024,0,; print,; Not fiction,Arts Library(2),2,"BP64.N6AS2, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
35,"The New Encyclopaedia Britannica: In 30 Volumesencyclopaedia Britannica, Inc1106P.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=1163,"Encyclopaedia Britannica,",1974,1106,; print,; Not fiction,Hezekiah Oluwasanmi Library(27),27,"AE5 .N42, ...",15th ed,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
36,"Imminent River :A Novel/ Anaele Ihuomavii,350","Ihuoma, Anaele",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=8,Narrative landscape press,2018,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PS3613.Ih8.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
37,My Odyssey: An Autobiographynnamdi Azikiweix; 452P,"Azikiwe, Nnamdi",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=22,Spectrum Books,1970,0,; print,; Not fiction,Unknown,0,Unknown,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
38,"Research Methods, Statistics, And Applicationskathrynn A. Adams [And] Eva K. Lawrence. Xxii, 633P.; Ill.","Adams, Kathrynn A. Lawrence, Eva K",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=53,Sage Publications,2015,633,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,Q180.55 .S7Ad1.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
39,"Boards And Wardscarlos Ayala, Brad Spellbergxix, 578P.; Ill.","Ayala, Carlos. Spellberg Brad",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=81,Wolters Kluwer,2010,578,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,R834.5 .Ay1.,4th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
40,"Assessing Student Outcomes Performance Assessment Using Dimensions Of Learning Modelrobert J. Marzano, Debra Pickering, Jay Mctighe.V, 138P.","Marzano, Robert J Pickering, Debra  Mctighe, Jay",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=91,Association for Supervision and Curriculum Development,1994,138,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,LB3051 .M33.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
41,"Nigeria In Transition : Biography Of Sir Adesoji Aderemi, The Oni Of Ife 1930-1980Derin Richardsonx , 270P.; Ill.","Richardson, Derin",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=98,El-Shaddai Press,2013,270,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,DT515.85 .Ad3R39.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
42,"Cocoa Production And Processing Technologyemmanuel Ohene Afoakwaxxiv, 350P.; Ill","Afoakwa, Emmanuel Ohene",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=127,CRC Press,2014,350,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,TP640 .Af6.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
43,"Farm Machinery Principles And Applications/Surendra Singhvii, 359P.: Ill.","Singh, Surendra",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=155,"Directorate of Information and Publications on Agriculture, Indian Council of Agricultural Research",2007,359,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,S675 .Si6.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
44,"Hotel Front Office : A Training Manualsudhir Andrewsxxxv, 374P.; Ill.","Andrews, Sudhir",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=161,McGraw-Hill Education,2013,374,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,TX907 .An2.,3rd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
45,"Sustainable Micro Irrigation Design Systems For Agricultural Crops Methods And Practicesedited By Megh R. Goyal And P. Panigrahixxxviii, 316P., : Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=191,Apple Academic Press,2016,316,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,S619 .I74Su8.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
46,Sustainable Parking Design & Management National Parking Association And The International Parking Institutenational Parking Association And The International Parking Institute187P.; Ill,Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=193,National Parking Association and International Parking Institute,2014,187,; print,; Not fiction,Hezekiah Oluwasanmi Library: Not for loan(1),1,TL175 .Su8.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
47,"Oral Medicine And Pathology At A Glancepedro Diz Dios  ...[Et Al.]Viii, 130P.; Ill.",Dios D. P ...[Et Al.],https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=260,John Wiley,2017,130,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,RD526 .Or1.,2nd ed,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
48,"Mcdonald And Avery’S Dentistry For The Child And Adolescentjeffrey A. Dean.Xix, 700P.; Ill.","Dean, Jeffrey A",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=269,Elsevier,2016,700,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,RK55 .D34.,10th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
49,"Handbook Of Laboratory Animal Bacteriologyaxel  			Kornerup Hansen [And] Dennis Sandris Nielsen.Xvi: 280P., Ill.","Hansen, Axel Kornerup",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=270,CRC Press,2015,280,; print,; Not fiction,Unknown,0,Unknown,2nd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
50,In The Radiance Of The Sage The Life And Times Of H. I. D Awolowowale Adebanwixxvi; 311P.; Ill.,"Adebanwi, Wale",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=278,"African Newspapers of Nigeria,",2015,311,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,DT515.83 .Aw6Ad3.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
51,Sustainable Parking Design & Management A Practitioner’S Handbook/National Parking Association And The International Parking Institute.187P.; Ill.,Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=303,"National Parking Association and International Parking Institute,",2014,187,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,TL175 .Su8.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
52,"For Such A Time As This (A Collection Of Biblical Essays)A. A. Kolajoxiii, 199P.","Kolajo, A. A",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=327,Spectrum Books,1995,199,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,BT751.2 .K83.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
53,"Fundamental Of Implant Dentistry Surgical Principles Vol.2Edited By Peter K. Moy, Alessandro Pozzi And John Beumer Iiixii, 436P; Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=341,Quintessence Publishing,2016,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,RK667 .I45F96.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
54,"I Remember The Autobiography Of Ladipo Adamolekunadamolekun.-Xv, 351P.","Adamolekun, Ladipo",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=362,Safari Books,2016,351,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,DT515.83 .Ad1.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
55,"Good News For Modern Man : The New Testament In Today’S English Versionamerican Bible Societyvi, 658P.;  	Ill.",American Bible Society,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=376,American Bible Society,1971,658,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,BS2095 .Am3.,3rd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
56,"Understanding Health Insurance A Guide To Billing And Reimbursementmichelle A. Green, Joann C. Rowellxxx, 687P","Green, Michelle A",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=377,: Delmar Cengage Learning,2011,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HG9396 .G82.,10th ed.-,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
57,Cambridge International As And A Level Biology Coursebookmary Jones… [Et Al.]536P.; Ill.,"Jones, Mary … [Et Al.]",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=378,Cambridge University Press,2014,536,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,QH316 .C14.,4th ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
58,"1975 Britannica Book Of The Yearencyclopaedia Britannica,  Inc768P.; Ill.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=429,Encyclopaedia Britannica,1975,768,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,AE5 .N62.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
59,"Linguistics: An Introduction To Language And Communicationakmajian, Adrian",Adrian Akmajian,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=452,PHI Learning,2012,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,P121 .Ak5.,6th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
60,"Party Coalitions In Nigeria History, Trends And Prospectsanthony A. Akinola","Akinola, Anthony  A",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=458,Safari Books,", 2014",0,; print,; Not fiction,Unknown,0,Unknown,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
62,Second Generation/Fast Howard,Fast. Howard,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=471,Houghto Mifflin Company,1978,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,E184 .A1F26.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
63,"The Americana  Annual: Encyclopedia Of The Events Of 1953Lavinia P. Dudley, John J. Smithxvi, 844P. ; Ill.","Dudley, Lavinia P",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=480,Americana Corporation,1953,844,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,AE5 .D86.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
